address/city,address/state,address/zipcode,bathrooms,bedrooms,livingArea,yearBuilt,price
Seattle,WA,98115,3.0,4.0,2900.0,1952.0,4250
Seattle,WA,98122,2.0,4.0,1900.0,1906.0,5495
Seattle,WA,98116,1.0,,420.0,,1200
Seattle,WA,98118,2.0,3.0,1600.0,1945.0,2400
Seattle,WA,98116,1.0,,420.0,,1200
Seattle,WA,98126,2.0,2.0,1440.0,1962.0,3800
Seattle,WA,98155,1.0,2.0,935.0,1950.0,2000
Seattle,WA,98118,1.0,2.0,750.0,,1500
Seattle,WA,98118,2.0,3.0,1600.0,1945.0,2400
Seattle,WA,98136,1.0,1.0,820.0,,1625
Seattle,WA,98126,2.0,2.0,1440.0,1962.0,3800
Seattle,WA,98125,1.0,1.0,1200.0,,2200
Seattle,WA,98118,1.0,2.0,1500.0,1949.0,2750
Seattle,WA,98118,1.0,2.0,1500.0,1949.0,2750
Seattle,WA,98116,2.0,2.0,1580.0,2008.0,3095
Seattle,WA,98116,2.0,2.0,1580.0,2008.0,3095
Seattle,WA,98125,3.0,3.0,1330.0,2007.0,2500
Seattle,WA,98144,2.5,3.0,1730.0,2014.0,3500
Seattle,WA,98121,1.0,1.0,628.0,,1600
Seattle,WA,98144,2.5,3.0,1730.0,2014.0,3500
Seattle,WA,98125,1.0,1.0,600.0,1968.0,1250
Seattle,WA,98121,1.0,1.0,628.0,,1600
Seattle,WA,98144,3.0,3.0,2300.0,,8500
Seattle,WA,98144,3.0,3.0,2300.0,,8500
Seattle,WA,98106,2.5,3.0,1425.0,,2475
Seattle,WA,98115,2.5,3.0,1600.0,1966.0,2595
Seattle,WA,98122,1.0,1.0,550.0,,1595
Seattle,WA,98106,2.5,3.0,1425.0,,2475
Seattle,WA,98115,1.0,2.0,705.0,,1895
Seattle,WA,98122,1.0,1.0,550.0,,1595
Seattle,WA,98122,1.0,2.0,725.0,,1700
Seattle,WA,98116,2.0,2.0,1277.0,,2700
Seattle,WA,98116,2.0,2.0,1277.0,,2700
Seattle,WA,98122,1.0,2.0,725.0,,1700
Seattle,WA,98103,2.5,3.0,1380.0,2000.0,2600
Seattle,WA,98122,1.0,2.0,810.0,2002.0,2075
Seattle,WA,98116,1.0,2.0,782.0,,1695
Seattle,WA,98116,1.0,2.0,782.0,,1695
Seattle,WA,98122,1.0,2.0,810.0,2002.0,2075
Seattle,WA,98115,1.0,1.0,550.0,1956.0,1300
Seattle,WA,98112,2.5,3.0,1400.0,,3150
Seattle,WA,98106,1.0,3.0,1100.0,1967.0,2600
Seattle,WA,98106,1.0,3.0,1100.0,1967.0,2600
Seattle,WA,98112,2.5,3.0,1400.0,,3150
Seattle,WA,98118,3.0,5.0,2367.0,2007.0,3695
Seattle,WA,98115,2.0,4.0,2200.0,1931.0,3500
Seattle,WA,98118,3.0,5.0,2367.0,2007.0,3695
Seattle,WA,98126,1.5,3.0,1200.0,1928.0,2550
Seattle,WA,98126,1.5,3.0,1200.0,1928.0,2550
Seattle,WA,98125,3.0,5.0,2210.0,1995.0,3200
Seattle,WA,98122,1.0,2.0,1200.0,,3450
Seattle,WA,98116,2.0,3.0,1650.0,1926.0,2945
Seattle,WA,98116,2.0,3.0,1650.0,1926.0,2945
Seattle,WA,98122,1.0,2.0,1200.0,,3450
Seattle,WA,98125,2.5,2.0,1170.0,2007.0,2195
