address/city,address/state,address/zipcode,bathrooms,bedrooms,livingArea,yearBuilt,price
San Francisco,CA,94117,1.0,3.0,1800.0,1917.0,4595
San Francisco,CA,94117,1.0,2.0,,,3599
San Francisco,CA,94117,1.0,2.0,700.0,1959.0,3375
San Francisco,CA,94117,1.5,3.0,1500.0,,4995
San Francisco,CA,94122,1.0,3.0,,,4700
San Francisco,CA,94122,2.5,3.0,1638.0,1966.0,5000
San Francisco,CA,94117,1.0,2.0,850.0,,3495
San Francisco,CA,94114,4.0,4.0,2658.0,1900.0,13000
San Francisco,CA,94117,1.0,,468.0,,2695
San Francisco,CA,94117,1.0,2.0,814.0,1912.0,3100
San Francisco,CA,94122,1.0,1.0,,,2250
San Francisco,CA,94117,1.0,2.0,,,2950
San Francisco,CA,94114,1.0,,600.0,,2100
San Francisco,CA,94122,1.0,1.0,400.0,,2250
San Francisco,CA,94122,1.0,1.0,,1965.0,2395
San Francisco,CA,94117,2.0,3.0,1800.0,1906.0,5500
San Francisco,CA,94117,1.0,4.0,1300.0,,5500
San Francisco,CA,94117,1.0,3.0,1350.0,,4400
San Francisco,CA,94117,1.0,3.0,1200.0,,5400
San Francisco,CA,94122,1.0,1.0,,,2695
San Francisco,CA,94117,2.0,4.0,,,4595
San Francisco,CA,94117,1.0,1.0,650.0,,2700
San Francisco,CA,94117,1.5,4.0,1750.0,1908.0,5500
San Francisco,CA,94117,1.0,2.0,850.0,,3695
San Francisco,CA,94122,1.0,,380.0,,1875
San Francisco,CA,94122,1.5,3.0,1300.0,1905.0,4399
San Francisco,CA,94117,1.0,1.0,690.0,,2700
San Francisco,CA,94114,1.0,1.0,,,3500
San Francisco,CA,94118,1.0,2.0,904.0,,3550
San Francisco,CA,94131,4.0,4.0,3480.0,,18000
San Francisco,CA,94117,1.0,2.0,1600.0,,4975
San Francisco,CA,94114,1.0,1.0,700.0,,3250
San Francisco,CA,94131,2.0,2.0,1800.0,1979.0,4750
San Francisco,CA,94114,1.0,1.0,,,2950
San Francisco,CA,94122,1.0,2.0,850.0,,2850
San Francisco,CA,94117,1.0,1.0,,,2995
San Francisco,CA,94132,1.5,3.0,1350.0,1951.0,4100
San Francisco,CA,94116,2.5,5.0,1613.0,1908.0,5500
San Francisco,CA,94114,2.0,3.0,2000.0,,7500
San Francisco,CA,94116,1.0,1.0,,,2450
San Francisco,CA,94122,1.0,2.0,,,3149
San Francisco,CA,94132,2.0,3.0,,,4500
San Francisco,CA,94114,1.0,1.0,700.0,,3000
San Francisco,CA,94122,1.0,3.0,,,3875
San Francisco,CA,94116,2.0,4.0,1680.0,1954.0,4000
San Francisco,CA,94116,2.0,3.0,1664.0,1948.0,4150
San Francisco,CA,94116,1.0,1.0,,1950.0,1800
